Username,Comment
@malvi_gamer_999,Tumne delivery boy ka Naam kar rakh Diya mera naam bhi Tarun
@The_Shadow_Monarch1,Yeh script kahi dekhela lagta hai
@ironman9258,Bhai 😂 op Netflix ke chapri nibbe subscribers bhi soch rahe hoge ki ye Netflix cartoon dikhane laga bhsdk content bolte isko cartoon to tu hai
@no-ys9xv,The Zomato boy 😂
@royalmunda9476,"NYT on Netflix
Keep going bro"
@mrdlifestyle4256,Love ❤ you
@Gameisover564,Money hiest ki jahnd kar di
@joker_70,the collab we never knew we wanted!!!!!
@aamirmansuri7457,Not Your Type x Netflix 🔥
@mr.firstfaster2510,1:25 No ICICI Bank Was Harmed😂
@Furyspark-u4e,W ayu
@nobitagaming4445,Op😂❤❤
@nobitagaming4445,😂😂😂😂😂😂😂😂😂😂
@user-pl7cc9fd1o,The line - maro maroo lekin isne  kiya Kia hai 😅😂😂
@aakash2sky49,Mind blowing 😂😂😂
@godrachit69,Nyt deserve it❤
@XManish79,Love you not your type❤️
@dietcokeisgreat,"I live in bhopla 



Or bhopal😅😅❤❤"
@godyt7766,Love it❤😂
@Crazyjagguflims,Not your type oppp dubing
@himanshukyal8487,Mane money heist ko do bar dheka hai
@Prerna011,Are you from madhya pradesh...?
@mamtaprajapate1456,You are cool not your type
@NicebotFr,YC YC BANK = IC IC BANK 😅
@nezz_Plays,Arey pankaj mere papa ka name hai😂😂😂
@vihangaru4080,Win au
@luck835,The not your type team forever 💞💕💝💖💗💓
@rahulsukla-vo2gr,Uu
@mrlc4822,Looks like chinxx left him
@VINCENZOCO.,"Really 😂 This Is Out NYT 😃
His Work Is Awesome 😎
My Review - 🤣😁😊"
@kaustubhtodsam6062,W AYU
@khankhashif8377,It was good
@nooralamansari1922,"05:34
Yaah news reporter😅"
@shivambohra_8558,Not your type🙌
@devilgaming-hf5ws,Nyt
@Viralfunz_ft,5-7 maths tution😂😂
@pankajgautam1248,Not your type mai hi pankaj hu 👀
@rohitjagtap2020,Not your type always best ....yaar processor ka baap processor ko maar ke bolta hai bhid ke sath milke tu bhi mujhe maar Raha tha 😂😅😂
@ajeynagar4078,hey dont tell me that those gun  sound effects are from gta san....??
@NROXZ08,Nyt always my fav ❤️
@newlifebikerider,My name is Pankaj but i am not this professor 😂😜
@Priston79,I didn't wanted to watch money hiest but not your type ne bola toh mene subscription leliya
@gelvenoff7045,@NOTYOURTYPE to bik gaya in Netflix walo k hatho 😂😂
@SinTheRapperOfficial,❤❤❤
@parthpagal167,Not your type you're great😂😂😂😂❤
@rajudas7729,​@papa aman 10
@PKJ4x,my name is pankaj
@Sketch-sensei,Hlo nyt mujhe pta nhi tha Netflix pe
@ruturajdurgawad4502,0:57 😂😂😂
@Abdulxa_0,Amazing concept
@furiousboy119,"Is this channel opreat by an A.I
Aur human 🤨"
@aniketsutte3915,kaha search kru aur kaise search karu
@aniketsutte3915,netflix mujhe please batao mai kaise dekhi ye netflix pr mujhe ni milra 😢
@SangeetaDevi-yx6wz,Ep2
@KANAKOUSHIK,😂😂😂😂
@whiteteengamer8093,😂😂🙏🙏 nice nice 👍👍
@ansh6096,I think the processor is 8 gen 2
@harshdeepthakral2530,Not your type is best
@yohalderboy,Proud to be an not your type fan
@cultofthebeast,From chhattisgarh ❤️
@pankajpalani1448,Salo muje barbaad kardiya .
@pankajdixit8191,Waah re pankaj 😂
@zeepu001,Bhai apne hp ka kyu liya
@xolo_moin5888,Bro!!!  I never ever imagined NYT with NETFLIX !!😭
@khushichauhan1063,🤣🤣
@abhishekjadhav9676,Ye SBY hota toh aur maza aata
@stuffs103,It's professor not processor nyt 😂😂😂
@abhasingh8714,JAI NOT YOUR TYPE GANG KI.... BOOYAH!!!!!
@Aman-yp4tz,Comedy level 😂😂
@habiboddinkazi2948,I am so proud of you NYT
@Xnozanime,Rip off😂😂😂
@shahnoorjahan7064,It's awesome 😘😘
@Labhya_Sahu,love from chhattishgarh
@Enenra_07,Password = 101
@Hasnain-f8z1k,Who will wait for Berlin series 😀😀
@Pavankumarsaccount,It was so funny yar😂😂😂😂
@tahseenannuanjum4732,Very funny 🤣🤣🤣 Not your type is king of comedy
@A.ADdraws,Perfect masterpiece of nyt par Maine money heist nahi dekhi.
@Suresh-um7om,The music of John wick chapter 4 in the background was lit🔥
@anim__vinnu,bhopali like kre😎😎
@arpanpatel18917,😂🤣🤣🤣
@yarali1995,NYT money heist >>>>>>>> original money Heist
@aniketpayeng,3:19 is Epic
@SURERNATURAL9090,Very funny😂😂
@kanaksainivideo6794,Dum machale dum machale hahaha best scene 😂😂😂🤣🤣🤣
@ayushbhowate42,password - 101 😂😂😂
@manishaagarwal19,🤣🤣🤣
@agrimsharma88,Password 101   ❤❤❤❤❤❤
@Xizen_67,Not your type 😍😍😍😍
@drakwarzone,We demand more
@drakwarzone,Best collaboration
@alekhyareddyv2982,You are Tum Ek Rachit Milk video Bana De video cameras on the map of traffic and cats or not the type of videos of other hey Siri a video when I
@modernkidtoon,I am nyt fan when he had 1 lakh sub now he becomes ✊✊
@upendra0007,"भाई पैसा नहीं है
Netflix के लिए 😣"
@manavpanchal5807,Congratulations papi
@vedkothari1400,This is by not your type
@pokelife5072,Part 2 kb ?
@omdevrajput6444,Not your type agli video jrur Lana 😅😅😅😂😂😂 bhut funny thi
@karinardddpatel7979,❤😂
@arpitapaul4441,Tarakki❤️
@vishv_7,Very much proud and happy for NYT❤
@Indian_information,So funny not your type 😂
@quotevibes-w8z,Mumbai chhattisgarh  bhople was epic😂😂😂😂😂
@hrushikahrushi11,@NOTYOURTYPE  you are best yar 😂😂🙌🙌❤
@abduttayyab,Bhopal ❤️‍🔥😊
@Ishu..09,6:18 Bhai yarr kab ke dekh ka complete kar de yarr 😂😂😂😂🔥🔥🔥🔥🔥
@GiyuTomioka-zw6zb,Fax : Ye video se pehle not your type ki kisi ne jeb kati hogi.
@whyamoswhy4582,Best collab
@sanghrajjadhav3557,Not your type ALLWAYS OP 😂🔥💯
@lagongaming6271,What's the name of full episode on Netflix?
@kpop_strawberry,It's my type ❤❤❤ NYT X NETFLIX
@papaibag4887,I love u bro❤❤❤❤❤
@handsomecauliflower7966,Nyt big W
@Chandan_kumaryt,Finally it's here ❤😂
@zaniel9924,Nyt best
@youroldmate9661,Congoo 🔥🔥 ayush bhai
@Shabana_-tl6tr,Not your type 🎉🎉🎉🎉🎉
@prathameshsavare2024,Netflix ka paisa barbaad
@legendarystudio_07,Nyt ko akhir me koi badi promotion mil gayi
@atulpanchal2663,"""""Kabootar ki chi Chii lag rhi ha.. """".... 😂😂😂😂"
@sheikhmoharramasabhopal4979,That ZOTATO(Zomato)part epic and very funny🤣😂🤣🤣🤣🤣
@vanshitadubey9087,NYT team forever..!! ❤
@alajmayeen9339,Not your team is better than money heist 🎉😂
@UpanshuGamer,Good
@respectshub4951,Love from Chhattisgarh 🥺🥺🥺🥺🥺😭💖🌍🌍🌍🌍🌍🌍not your type bhaiya 🌍💖💖💖😭😭😭😭😭😭😭😭🥺🥺
@lakskhyapathlab5100,1:57 finally chattisgarh recognized love from chattisgarh♥
@devrajboricha3608,Best
@tuktuksoni3164,Ab confirm hogya ye bnda Chhattisgarh ka hi hai🥺❤
@SMART_VS,public shocket netflix X not your type rocked
@lukeshyadu9225,Chattisgarh❤
@sujitgamingchannel,Nice video full on paisa vasool video
@notyourtypefan7743,Your vids are always amazing and comedy full not your type bro 😂😂
@notyourtypefan7743,Your vids are always amazing and comedy full not your type bro 😂😂
@jkboss0746,Thank you not your type to say Chhattisgarh😊🎉❤
@genzgamer2320,Pankaj op in the chat 😎😎
@shubhamsharma-ke1hr,Op Bro
@shivanshu802,😂😂😂
@reshma8953,lagta h 8gen2 processor h
@Omnarayan_209,I'm form Chhattisgarh
@editionnet,better then real
@arpnadubey8786,I live in sagar
@abdulshaikh3738,😂😂😂😂
@jack-herrie5911,Mumbai aur chhattisgarh wale like kro😂❤🔥
@JitenderKumar-cs8ur,This Collab Makes Everyone Laugh 😂 And This Collab Is Worth🔥And I Also Want To Thanks Netflix And Not Your Type To Give Us This Best Collab👍🏻🔥
@RingtonezWorld,I'm not your type 😉
@Vibe_with_tribe,Reason of stomach ache - laughing from this video 😂😂😂😂
@vinitsoni126,Amazing video achha laga 🤣
@shiprasan,I see why he was not active he working on something big. Happy for him though and it's so amazing ❤️🤌
@anudeep3826,Chalo kuch to achcha banaya ✌✌🗿🗿
@Sharmaji04__,Win aayu moment 💙🥀🤘
@newyoutuber9548,love from himanchal ❤ 👍
@hehe0710,Thunivu
@Bk_Gaming_321,Rip money heist 😂
@Sujal12hatkar,U
@prathmesh2133,Viral video 😂😂🤣
@op-kw6nm,Nyt
@_pankajsen,Ab maine kya kiya hain?😢🤣
@ajjubhaibhaina1653,Chhattisgarh😊❤😊😊❤❤😊🎉🎉
@kailashsahu5923,Love from chattisgarh
@sirsyed9378,win aayu
@adi_llly,Processesor ☕😂
@adityavishwakarma7252,Bro.    Best. Video.   I. Ever. Seen. Till now 🤣🤣
@rakeshkumarsharma7540,Love from chhattisgarh 🔥🥰🥰🥰🥰
@bishnusk-fl1mh,Not you'are type tipe fan like this
@aren644,😂 fantastic
@BIKETOPICSTHREE0----,😂😂😂😂
@_rishavthakur07_,the caption should be money heist in a nutshell 😂
@ultragaming8559,We want indian animators collab with Netflix 😊
@AnimeEditsbypankaj,Mera nam badnam kr diya pankaj 😅😅
@itz_arpit_69,Better than money hiest
@ShivamSinghy,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@bholayadav7627,V need Part 2
@ASHISH_TANDAN,Im from chattisgarh 😅
@KARASU13333,Yay... NYT🚩
@ankanbarley9198,Chhattisgarh Kho Kho liya Kyon bola Chhattisgarh ko
@STEVE_STONER135,this Is Definitely My Type 😌💞
@gsthouse5839,Utkarsh😊😊😅😂
@PhenominalHM,No doubt that was amazing but Sharum Ki Sketchbook's videos are better than that
@SPECTREmVp.6936,Processor 😂🤣🤣🤣😆
@वैदिकधर्मरक्षक,🤣🤣🤣🤣🤣🤣🤣🤣🤣
@viewerbhai242,Khatam honey kay 2 sal bad be promotion karna kuch sense nhi ban rahi
@afeef007,I am from bhopal
@gajju360,chhatisgarh wale like maro 😂
@vishalpatil6205,Not your type ❤
@THEcase2gamimg,Bhai iss movie ka name ky h koi bta do ky search kare isse dekhene k liye
@imsabonx,*MONEY HEIST*
@khileshwarkumar4148,Thanks for mentioning chhattisgarh ❤🎉
@studystud3617,"Never expected that NTY will be in netflix , indian animator need this kind of deserved collaboration."
@thekids-toon878,Chhattisgarh kaise choose kiye bhaii
@teramahi7,best collab ..wo sniper itni upr kyu hai 🤣
@hemantgurjar4317,🛐
@abdullahbutt420,That zotato guy 😂😂
@OPWARRIOR,Broo what a collaboration 😂😂
@itslived9073,❤️❤️❤️❤️❤️
@ritik7404,He never disappoints ☺️
@Umair_gamer786,plz fast video
@stratoryfaster,Apna nyt famous ho gya re
@chandan039,LOVE FROM CHHATTISGARH
@affan_mullla,1 min silence for tarun 🕯️🕯️
@viraztechyt91,"Processor , Mumbai ,chhattisgarh , Himachal , bhopal kya nam hai 🤣🤣  I am from CG"
@drax7441,"NYT deserve this great collab 
Twist was awesome ❤"
@kartik31693,I didn't expected Chattisgarh in this video 😂
@Madx404,🌝😂
@armanshereef2760,ICICI Bank yill proud this legends😅
@SOVIAT-UNION,Please a new  video 📹 🙏 💓 💗 💕 💖 📹 🙏 please please
@lame_lucifer,Bro your animation is getting day by day❤❤
@Kiyo-o8n,You are great
@AnshSharma-pu1mt,Not you type Army ❤❤
@Aayush_Singh_,"Love to Chhattisgarh
😂 From Chhattisgarh ❤"
@CricNews_Wala,Pankaj bhai wali story op 😁
@pileumlai2157,"Not your  type ♥️♥️
 the best"
@Dimplekanwar07,Nice collab netflix  and this is unexpected 👍
@pratikn990,Love from chhattisgarh
@nobodyXmusic,story nice but qulity kinda bad then other animator
@nobodyXmusic,who neeed rg bucket in netflix who are with meh
@Priyanshujat47,Bhai ye video ek saal delay kyu kari😂🗿
@sekharkoley1357,Oo you become so popular
@yogalife2980,Not your type is so dope
@XB101XB,*INDIAN YOUTUBERS X NETFLIX*
@aayushrana6048,Aayu tu idhr bhi😂
@shashankrai4773,🔥🔥😂😂
@menace1980,Not your type finally
@Achronicallyonlinehomosapien,This is definitely the most unexpected thing to happen.
@Deox.2123,Hi
@2pgaming242,Nty❤❤
@Roymiller2699,Vote here 👇for part 2
@pankajverma_69,Based on a true story🌚
@ashishpanwar5124,Hello team@not for your type looking for a proper contact of yours.
@Hanger_redcliff,Pankaj k piche ki jeb bdhiya h 🤣🤣
@7worthit274,😱 OMG
@rajpalsoni2620,I am from chhattisgarh😂😂
@keshavjha2401,NYT PLZ do season 2 also
@rhinobgyt3881,Jabkatara😂😂😂😂❤
@yashdirections,"""Maaro maaro, kya kiya hai isne"" 😂😂😂"
@hhhjju5012,😂😂😂
@unique8404,Your growth is superb not your type because your content is also superb
@awezrazakhan5824,Netflix got recognised by not your type🤧❤
@allshorts8140,Oooh bhai kiya video hai 😂😂😂😂😂😂😂
@nikhil.an143,Op
@Roymiller2699,We want stranger things next❤😂
@rajkamat29,Hii
@soturubundari9403,Thank you netflix
@toons-maza2979,Password : - 101 😂😂😂
@jeelmaheta7735,W collaboration aau
@niteshkumarpatel,स्वाद आ गया 🤤🤤🤤
@vivekkashyap2186,Not your type never disappoints us..... A deserving collab indeed....
@yash_calisthenics_,Not your type 😂😂😂😂
@ts_tabbu_ff,Thanks for spoiler maine abhi tk money Heist nhi dekha 😅😅
@Atbolt-002,Himachal fan like
@albinsaji8269,Nyt op
@knighteagle11,It was tooo funnnyyy 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ..nyt op ❣️❣️❣️
@Sushma_bhati22,not your type never disappoint us.!!✌🏻👽💀
@vaibhavmishra2449,5:38 processer bhi bank me dhus gaya 😂😂😂😂👍
@vaibhavmishra2449,5:04 best part 😂😂
@bloodysgamer2730,Skills of NYT deserved collaborating to you..
@Jainulpawar,Bella Ciao kidhar hai ?? 😭
@An_Yuvii_Offcial,I Am From Chhattisgarh 😂 1:55
@mayukhlakheria8514,Op🎉🎉🎉😂😂😂
@Luffy_palyz,Op
@ShanuKahaniyan,Wow
@earthspetyard,Awesome 🔥
@Orochimaru1-z6q,East or West Processar and uska bap is best
@ganeshdut4339,Dog
@ganeshdut4339,Iloveyounotyourtypebrotheriloveypu
@AliAbbask18,Now he work with Netflix India congrats.NYT
@rahulswami815,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@Rishabh4Real,This collab is definitely my type.
@24-karat-noob36,@NOTYOURTYPE yoooo bro
@nobitagaming4445,😅😅😊😊😂😂😂😂😂😂😂😂😂
@nobitagaming4445,❤❤❤❤❤
@eren_kun,Processor character development 📉📉
@wahidshaikh1261,Yahi nalla giri kr sakta h ye wala Netflix 🙂
@premalodhiyal2279,This Collab was not expected but i loved it 💗💗
@GAMING_TURBOS,op
@sunita_official-7,Me insta me dekh kar pura dekh ne aaya hu ❤😮
@johnny_bhaiya_7t7,Bhopal is the best carecter ❤
@_puneet895,nyt forever
@senpaistremer,Cool
@karan.thakur__09,Big fan from chhattisgarh ❤️❤️🤣🤣🤣🤣🤩🤩🤩
@Shobhitgupta24,May i rate 5 stars to this video?
@ijsirgaming,😅😂😂😂😂😂😂😂😂wow😂😂😂😂😂😂😂😂
@Mrphoenyxi,Win ayu
@mrmoba8644,Your content deferents ❤
@natikkashyap1711,OMG ❤ Bhai
@imeditss,Chhattisgarh 😍❤
@Kaustav.gmail_com,I'm a Not your type plz Like and comment
@Rajnisuthar1978,Netflix  and not your type op colab Netflix is best 😂😂😂😂😂 funny video
@King217_,6:03 😂😂
@pankaj-barwe,Mujhe kyu toda🫠
@THE-GODD,Collab is definitely our type 😋
@dxgarmy1373,Money Heist- Pankaj The Chebkatra : Proccessors Origin
@tenjin1195,Netflix is so chill 😂
@nobitagaming4445,Op
@akitheducki,I cant watch Netflix because we have limited internet in village 😐
@NehaSharma-od9ju,We are happy ❤🎉
@Strangerrr3,What suspense
@Strangerrr3,Wha
@Strangerrr3,Win my boy
@Eeeeeeggfg,Op
@Sachin-qg1tt,Nyt op ❤️🫡
@1.chotugamer594,Bhai Mera hi name Mila tha chor ka darja Dene ke liye 😐😂
@unfoldinginuyou,"NyT-ayu and his team has very big opportunity in further coming days. @Netflix know, how to come in limelight."
@parthgamingyt215,@NetflixIndia
@hanshhuu,Get subscribtion or free
@Motionbucketlist,🤣🤣🤣
@lucifer_gamer_8245,Video big karo
@pratyushsrivastava9867,Ohhhhh Bhai op ayu Bhai 🎉
@sacredideology,NYT  🖤
@REVNOXs7,Iam chhattisgarh 🤣 love❤ from chhattisgarh
@World-8.1B,NYT
@FaltuFun.Official,in the end I thought jao 😅🤣
@anjumnisar8406,NYT never dies😍🥰
@NOTI_99,Bhai youtube ko hack kar na he kuch idea 💡 do 😂😂
@sakshamthakur8609,Yaaaa not your type 👌
@Blackpink_worl,Bhople
@AmanBlackish,You are the osm👏
@crazybikelover7923,Best collab ever for me 🫠
@ZENOXFF692,`
@PiyushSingh-ub9bc,Best colabe
@Monarchofown_world,Excellent 😂
@suchitbalekar7062,2:29 wala scene mast hai
@Krish__755,I am From Bhopal MP
@Youtubelndia-Donations,My name is tarun
@sajjandhruw5945,Love from Chhattisgarh❤
@gagannirmalkar8373,Pankaj jebkatra👍
@Liii_tulip_07,Not your you are best
@hasanmahamud2666,I will see this video in Bangladesh 🇧🇩. please reply
@souravjoshi4073,😂😂
@shweta_thakur0_0___,Hɪᴍᴀᴄʜᴀʟ ❤✨
@Rudra_737,Whos are here after rachitroo ?
@SomeshShukla-ns1sd,My man got the success yeah
@Tarunverma0214,Bahi y to mera nam le Liya (Tarun) Zatato
@Mostafa-Computer,not you type is now famosa
@pdgamer5211,Minecraft TNT explosion sound effect
@MSeduworld993,Nice
@thehonestreview1909,Wow
@abhishekprajapati6646,His writing are next level bro
@1aliveff811,Ayu always 😂
@omprakashsoni1373,I live in Chhattisgarh Raipur
@fatimanisar6758,😂this man is hilarious 😂
@dpbossheadoffice7941,bhai Collab we never asked but we deserved @NOTYOURTYPE Haq hai bhai apko
@7coloursofficial581,Not your type love from Bangladesh 🇧🇩♥️
@Beatseditz1,Processor 🤣🤣🤣
@abhishektiwari-wr6qx,😂
@IshanShorts-j5p,Op
@subhrojitkar,Sound copy by not your type
@flagarmy0686,Chhattisgarh 😂❤
@Primeplayz2592,Legends are here after seeing Rachit video 😂
@amartripura204,Next time @rg bucket list💖rg fans show loves....superb collab @_Not_your_type x@sasta_money heist×@netflix..love from tripura💖northeast-india
@aryangaming6050,Love you not your type
@habibsarkar5262,Not  your type 💙💙💙💙💙🙂
@vernontyson7279,Zomato wala sahi tha😂
@katyaonidas9091,"At last NYT get what he deserves ❤
Keep shining 💖💖"
@mariyambano9205,Win Aayu Movement
@harshikabajpai,Nyt armyyyyyy 😄😄😄😄😄
@vaibhavpalod1304,Yeahhhhhhhhh❤
@itaChiuchiHa...,Sexy boy💘
@Luxuz0,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@God_krishu_bg-,W AYU MOVEMENT 😊😊
@Avantiiika.h,W AAYU ❤🎉
@harshvardhanpandey7608,"Bro best part ""processor"".........😂😂😂😂😂😂"
@thecreator9828,Gajab bhai😂😂😂😂
@XFORCE23,❤️
@cybertronyt2430,1:7
@ffgaming-gb7kg,Heey bro my name is pankaj 😅
@Hydra.69,😂😂😂
@Vishal7Prasad,This is my type of Video ❤❤❤
@ssgamerz2008,W AYU COLLAB
@Rishabh_dawre_7,😇😇😂😂
@ZAZZLE07,J baat 💥💥💥👊🏻
@vansugaming6764,Win auu
@atkishchaudhary3354,Episode 2
@gamingboys-n5k,Opacsf
@Unavailable9625,Magar Pankaj kyu🙂🙂
@KPIEBTSARMYFOREVER,Where there rg bucket 😮
@shaikhahamed3114,Not your type never disappoint
@VipinMishra-rz1vo,my name is tarun 😂 and I am from Bhopal
@badmosh_supp,Not your type maaje aagya ❤❤
@ladkunwarpanwar9274,Where is ruchitroo' s coment 😂😂😂😂
@surjagamer4085,Very anwsome and funny video 🤩🤩
@AdolfHitler-Jewish67,Ooooppp best collab 😂😂😂
@Akshayofficial6281,10L me 1L likes really only Notyourtype can get this ratio.
@IMPOSSIBLE1760,"I am from bhopal but I subscribe not 
 Your type ❤😂❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂"
@yourbroanimates,Op ayu bhai
@rakeshmahar410,❤
@itz233,Win ayu
@Storytime6v,Not your type is oppp
@Shobhitgupta24,"Tau ki aankh, Dhoom machale kya dialogue hai 😂😂😂 ishe toh Netflix special Kara do 😂😂"
@Shobhitgupta24,Ek dum veg video hai ki salad samjh kar khaa bhi sakte hai 😂😂😂
@kidsgaming432,Very interest video
@dilpreetsandhu4995,🤣🤣
@roshanyadav2078,Sniper ko patthar fenk kr maar Diya😂😂
@raghavsingh1852,Bhut tyt
@harishchoudhary1016,Password is 101 look at the safe
@navedmalik-rw3sx,Pls make the part 2
@abutalha162,"1:30 ""Ye to 5 se 7 yaha pe maths ki tuition lagti hai""😂😂😂😂"
@SAYANHEMBRAM3537,@vh Guetta
@Janamokasathi,W ayu callab
@nishikeshdeka151,Password 101 👀
@suvigyamishra2003,@NetflixIndiaOfficial  netflix india pe stand by me 2 available hai par stand by me 1 nai hai!! Ye kn sa processor logic hai?
@blackninja7948,NOT Your Type you make very funny video 😂😂
@Luxusjadeyt,W ayu nice
@gamingwithx1199,Not your type op...
@lokeshgupta4361,@notyourtype op
@justfeeltoheal9332,🤣🤣🤣🤣🤣
@anii4882,Not your type is legend ❣️❣️
@aaliyaparveen4383,🎉🎉🎉🎉
@pratikrai5288,Bohot tagda banaya hai bro
@alphahadi8210,"BEST COLLAB EVER
ONG!!"
@pankaj9262,Mera naam bhi Pankaj hai
@pankaj9262,Pankaj nahi yaar
@faizan78r,Bakwas kuch bhi😂
@ManhwaReaderb,🎉🎉🎉🎉🎉🎉 congratulations 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
@nathingeditor,😂😂😂😂😂❤❤❤
@ayan_khan_xstylish3085,Bhopal or chattisgarh 😢😂❤
@RushalTiwari-vx9ke,Omg 😱  not your type family
@2wArmyff,I love Netflix 😍
@incrediblejava,"Pankaj : ""papa""
Papa : ""Et tu Pankaj"""
@SUJALLEGENDGAMER,NICE  VIDEO
@SUJALLEGENDGAMER,"Op❤❤❤❤❤❤❤❤❤
❤❤❤❤❤❤❤❤❤❤
❤❤❤❤❤❤❤❤❤❤"
@bhartichaudhary2051,This animation 😢😢
@AtulNagle-q6s,They're money heist are bast 😂😂
@SUALEH_16,WHAT THE HELL
@fytfuy6,Love from chattisgarh ❣️❤️
@Arjunnnoo7,Bhot bhot dhanyawad bhai chhatisgarh ka naam lene k liye 🥰🥰🥰🥰
@itstarun542,Zotato 🍠
@11thstudentz,"""Never expected"" ✨"
@xumer_hayat,The best comedy vid ever i have seen
@xumer_hayat,Bro i literally enjoy this vid as hell😂
@xumer_hayat,Bro u deserve 100000000M views
@rajthakureditz1982,Tumbnail se pehchan me agya ki @notyourtype hai ✌
@R.Vmotion,Damn! Hilarious.😂
@lipsicalboss2495,Ciao🗿
@techkond,Best story thi yaar😊
@HideRoaster1419,toooo funnyy🤣😂😂
@dualnubs4663,Jebkatra Processor 😂
@GOYO_1,Nyt be like- jalwa hai hamara 😂
@hydramess10,Deepness kaha h? Jaisa normaly NYT ke vdo pe hota h
@aaryajadhav2777,not your typeeeee🥺🥺😭😭😭❤️❤️❤️
@naitik.forsure,It doesn't seem not you type animation lol  🫠
@nm_gaming1,RG Bucket list crying in corner
@Dakku_jerry_xo,Processor mast plan banata hai 🤣🤣
@chillpeace0.11,Himachal wale like kro
@Dakku_jerry_xo,🤣🤣🤣🤣 spelling likhni nahin aai chooti fail 🤣🤣🤣🤣
@1nonly_REXXY,This is original series guys
@debashishrabhapam6168,NYT ❤
@Dakku_jerry_xo,Not your type congratulations... Maja aa gya. Suggestion hi aaj  aaya.❤❤🤣🤣
@pankajnayak5775,Bro 🥲 tujay Pankaj name hi Mila kya 🥲😅
@bystandermee,W AYU
@ReFLexOp02,Op bhai op boom bam 🔥❤️😂
@PankajThakur-fu8pj,Bhai mere naam par q😂😂😂😂
@chhabikumar6871,Hamara Chhattisgarh bhi money heights mein Shamil Ho Gaya  🤣
@bhanupratap9558,Love from Himachal 😂😂❤
@subscribeMeFor_SMILE,Congrats to NYT 💖
@sahilsayyad3707,Ruk na shembde😂😂
@ashachoudhary4769,Ab lgta h money heist dekhna he pdega ☠️😂
@king-wj8lt,Op Collab 😉
@Neophyte_me,Damm! This Collab 🤠
@ohooooo321,ohhh bhai comgo
@sanskargaherwal5333,Amazing collab 😂😂
@PSZGAMINGOFFICIAL,Nyt 😮🔥
@anjumkhan8804,What a masterpiece ✨✨✨
@visheshupadhyay1540,Pankaj op!
@CRRUPESHKUMARJHAUR,Not your type ❤
@Guddu_goodboy,Bhot hard na bhai❤😂
@ishwarighadge3300,pro NOT YOUR TYPE OP
@VILLIAN93,Chhattigarh like Karo bhai
@iampriyapetu,East or west not your type is best
@mamtajoram,"Apna bhai bada aadmi ho gaya
😂😂😂😂😂😂😂😂😂😂😂😂"
@sifat0518,Password 101
@androgamer5593,The best Collab ❤️
@mulaeians_edition,5:11 🥔🍅
@mustakinakther9191,Twist op 😂
@hashinzouchiha5941,Lesssgooo not ur type bhai
@mastertechtube,Wooooo
@showtime2985,Chad Not your type
@ashutosh0848,😮bhaiii nyt ki zindagi badaldi ❤best collab🎉 congratulations Ayu Bhai aka nyt😎
@Virat-sy6vi,Love from chhattisgarh 😀
@longrikrooooooo,Not your type ❤
@hitenprajapati8810,"Bro Netflix ko kya zaroorat padi not your type ko video banake apload karne ki ? Samzre hona Netflix ghaatey my chal Li hai 😂, n 2nd video CRAZY XYZ KI bhiiiii😂"
@doctordas3382,netflix's simple but smart idea : popular youtubers pakdo aur collab kro.
@AHON952,The most unexpected collab
@INDIGO_12311,Nice 👍🙂
@Narciguy007,not your type badass
@Hollywoodshortvideo73,4:06 when creeper exploded front of bed rock 🤣🤣
@Amitsourav3724,NYT ARMY like🙏
@Pratik_099Notfound,Win ayu
@LoneRider-1479,Win AU
@Gamer_bro_97,Not your type fan 😮😮😮
@theRachitroo,W AYU COLLAB
@srijeetbanerjee3603,❤❤❤literally awesome!
@santanudas1292,@NOTYOURTIPE
@santanudas1292,@Not your tipe
@lakshay4201,"Not Your Type, Bhai chaa gaye. ❤"
@lakshay4201,❤❤❤❤
@EagleArbaaz,😂
@ArtistDhruvnankaniOfficial,"Not your type ki public 
ATTENDENC LAGA DO"
@CasualCraft,Ab to subscription lena padega 😅😅😅
@bluemonkeyiscoming5028,Why is the animation so weird i mean why are there stick figures nyt style nshi tha lol
@MagicMAN-i7c,Part 2
@dhavaldamor9048,Bhai kya bat kya bat Netflix sath colleb
@Mohitsharma-mq6cd,Netflix best collab with not your type ❤️ i like not your type videos i love you bhai 😂😂❤️❤️
@Her_blackyy,"Finally! Netflix Collab with most talented and hard working
Our not your type 💜
Love you we always support you 💫"
@chanchalchouhan5284,Chhattisgarh❤
@ytshorts4487,Script Is Next Level 👍
@ruplalyadav.,Money heist always very femous webseries.        B
@zephyrtanish,'Not Your Type' Gang here 😎
@mayurvarmora,This is cool and op🚀🚀🚀
