Username,Comment
@meGigachad_,"finally, netflix is featuring an awesome youtuber "
@Real_moxxic,😂
@udaykaure8389,Op chhattisgarh 🤣🤣🤣
@Real_moxxic,I love Netflix
@krantirajak5567,Not your type is my favourite YouTuber 😂
@riyasat8007,Netflix know about real talent 😍
@nagendramesta1257,not your type is lub
@BantiKrSuman,Notyourtype
@shubhambhardwaj6669,Never expected
@lankaravan5072,"Dammmm bhai tu kaha se kaha aagaya bro 

❤"
@deadcritan3189,But bada admi ban gaya
@Peach10001,Finally he is back...😄
@newcinema1111,Not your type 🔥🔥🔥🔥🔥🔥💥💥
@nowyouseeme4162,What language this
@HASSANTANVEER-js3ky,are bhi kssem se alfaz nhi h mere pas 😂😂😂😂😂😂
@sammyboi2893,Not expect this collab
@sanataniyodhabillions1,Man got it
@ArmanSingh-ru9po,I am So happy for you not your type❤❤
@bestrongtoday157,😆😆😆😆😆😆. Not your type is awesome 🔥🔥
@shinju133,No no no no.   rg bucket list  animation tac natflix
@Sharvari_styles,Bhai Bhai Bhai ❤️
@rajchaudhari9073,Money heist and not your type is the best ❤️❤️
@mukeshchhetri4942,Paan khane liye😂😂
@Napoleon__,3:31 😂😂😂😂
@Napoleon__,😂😂😂
@yourdad9083,"Animation feels so off
Netflix seems to be surviving off famous youtubers collaborations 😂😂😂😂😂"
@Unknown_god000,Not your type kha se kha pohche gye❤❤🎉
@nasediajju628,Jaldi jaldi comment kar deta hu bahut like mil jayega 😌😌
@Ketoneeee,Loved it❤
@puneetsuperstar17714,Love it
@DarKSushiLYT,3:17 😂oo myn
@_a_ss,Feeling so proud of Not Your Type. It's like something my son had achieved although I am only 18 years old. 😅
@ninjamrtal6510,Not your type never be disappointed 😂😂👍
@gamingwithrony0335,Not your type family 👉❤
@varunthakur-uk6nd,Brohhh next level yaar.
@sanjukiro,Who who Loves Not your type videos   ❤️
@lilaesthetic79,Need full series 😩✨💗
@AdityaSingh-CR7,3:20 funniest scene😂😂
@Mobile_says,Never Expect About This Collab 😅😂❤
@PhyscoFF,Jaldi jaldi comment kar lu likes milenge
@AtomicGamer007-g8u,The fact is walter white could nt do wirhout >>ME
@yaaristudio5540,N. 1
@smartifire,"Not Your Type and Netflix, really unexpected Collab 😂❤"
@nanth06,Ahaaaaaaaaa
@nileshff4449,Not your type love you bhai ❤️💯
@erenyeager5925,Kadakkk😂😂😂
@jimilgohil906,Kadak tha🙂💯
@siju_mukesh_01,Pure vegetarian 😂
@Fake-wh3wf,(pankaj)My stocks📉📉📉
@GurvanshSensei,Ya hue na bat
@aniketnikalje7338,Sniper 😂😂😂
@ROHITGAMING715,NOT YOUR TYPE TEAM 😎
@AbhEE.,Honest heist
@kalakritistudios,"CAN'T BELIEVE!😭😭😭My favourite animation YouTuber which I support. (Apart from MJO, which I don't need to support.)"
@Raghav3444,The collab we all waited for ❤
@deadboy3792,Feeling Happy For You Not Your Type ❤️
@visheshvishwakarma8494,E badhiya tha guru 🤙🤙
@walterwhiteeee,"Abe tu yha bhi aa gya 😂❤ 
Congratulations🎉"
@Nakiff,I love all your vdos😂🇳🇵😘
@BAND841,😂😂😂
@mangalmaymishra,😂😂😂😂😂
@akshx_18,please pin me netflix
@sujalgamer6697,Not your type🔥🔥🔥
@mgmohitshort,Not your type ❤❤❤❤🎉
@YouTubeS-lc5xf,Amazing to see  nyt and money heist.....just ❤❤❤❤
@indianyoyoer,But animation doesn't looks like not your type for some reason..
@aniket4484,Love from bhopal 🤣🤣🤣🤣
@sumitkumarmurmu5176,Baris ho rhi hai
@PhoenniX7,Not your type is hype now days ❤❤
@trishasingh1477,Crazy 😝🤣🤣😝👌👌👌
@Not_Deb,Finally NYT getting what he deserves
@surajmaibam696li,And not your type
@surajmaibam696li,Netflix thanks
@memebygitesh8280,1:57 i am from Chhattisgarh (छत्तीसगढ़)😎
@luckypaswan8491,Bhai video short ho gaya 🤧
@piyushplayz21,That's call success of NYT 👽
@dhruvshilke,Pankaj 😅😅
@Mango280-y2g,Chattisgarh 😂. By the way I'm From Chattisgarh 😌❤..
@sclips__69,Not bhai ❤❤
@yashverma229,"Love you bhai 😍 ♥ 

Bhai ese he video banate raho 
Love from Lucknow ♥"
@prabinrai9995,Not your type Always Best ❤
@AamirKhanOnly,Not Your Type Great Job
@SHAQRANB,Mena bhi pubg meh apna name professor ki jaga process rak diya tha 🤣
@ig.gt_panda,That's Perfect😎
@Rchfficial,Is liye tuune  1 month  se video nhi dali
@arkachakraborty7172,Sabse best hota agar Lunch ke bad ana bolta bank ka manager
@artist_arya123,Not your type..... 🤣🤣🤣😃mast wala money heist.....please launch One more video
@Avi123p-q4b,Op bro❤❤
@macavity9599,Thanks 😁
@Zenitsu._.edits420,Password 101😂😂
@Adityakumar00175,Unexpected collaboration ever in history 🤣🤣🤣🤣
@rexxyjod_0967,Mera naam pankaj hai to mujhe kyu toda😂😂🥲🥲 and I'm also from bhopal
@shreyansh_me,Let's go Notyourtype. RG is on the way.
@jeelaghera5628,not your type❤
@BGC54,The way he introduced himself as a script writer..... 😂😂😂
@balwankumar4027,Netflix pr ye kaise
@fuggi_6908,Chhatishgarh ❤
@oyeeerahul539,Love from chattisgarh ❤️
@Stranger1.050,Kon kon not your type ka fan h...?😊😊😊
@SKELETONGUY18,"Mumbai , chattish ghar, himachal ,bhopal>>>Berlin , Denver, Tokyo, Rio 😎😎"
@notErenYeager13,Not your type❤️❤️
@sparrownet5824,@notyourtype you came a long way ❤
@sidhantchaudhari7540,Love from 36grh❤😂
@ajaymalviya1,they always disappoint to disappoint us😁😁(km dimag walo 2 bar pd lena)
@Isbuzbybsinsuvsj,I Am Biggest Fan 🎉🎉🎉
@sanattudu3355,"I can't stop launghing😂😂😂🤣
3:49 Especially this one"
@abhishekvalmiki2446,Not your Type Never Disappoint us 😎🖤
@abhishekvalmiki2446,Not your Type fan forever 😎🖤
@anshikamoon,😂😂😂😂😂😂😂
@adprince2721,"Not your type,  big fan bro"
@Xenomorph2.0,Lol is password 😂🤣
@Xenomorph2.0,Lol is password
@Xenomorph2.0,Lol
@Xenomorph2.0,Password is 😂
@mileakter7777,My favourite not your type ❤
@SWAYXM-t3h,Processor 🤣🤣🤣
@Ahmad_Zaheer,NYT OP
@MadGamer_YT_,Pen me please 🥺🥺❤️🥺🥺
@Divya_Khandelwal12,Why did I think this was a Jose video from the thumbnail 🤦
@frc-y4x,😅
@colinsmith..1,Bhaiii woh board pe class 5th ka toh lg nhi rha tha kch..uspe toh 12th ke ac current ka ik graph bna hua tha 😐
@Sigma-can-smile,Not your type is very very my type ❤
@gaytridanial6123,Not your type fans coming 😉
@sudamchhetri7514,NYT never let us down 🔥
@garunshukla6978,Op bro ❤❤
@ShieldYoung,Are Bhopal and Chhattisgarh supposed to be Moscow and Denver
@manjunathammanju892,👌👌👌👌
@A24Gamer,Power of not your type
@Stevebhai18,Maza aa gya🤣🤣🤣
@Just_Chai,Processor 😂😂 bro the best collab fr
@pankajmishra5890,Salo Patak patak ke marunga 😂
@blackhuntergaming607,2:10 😆😆😆😆😆😆😚
@khandelwal-khandelwal,Paaji Tussi Toh Chaaa gyee!!!!
@iknow242,Video kab aayega
@Magiciann44,Not your type is the best animator in India
@javaeditsInd,"Paaan khane😂😂😂
Mirgi Ka attack😂🤣"
@theajpodcast,Fan from Chhattisgarh😂😂
@Namish78,Finally ❤ not your type ❤ is back after one month😊
@vishalkumar-kq3fb,biggest success to notyourtype
@unique_sam_007,Maja a gya
@the_man_ofc,Kitta paisa re not your type teko 😅😅😅😅😅
@katta-dhaari-thakur,JEB KATRA 🤣😂👍🏻
@mr_official_18x,Not your type💖💖
@Play_Hear,Bhaii full entertainment 😂😂 love not your types video ❤ this collaboration is best 👍
@tropiczinja,"Netflix x NYT seems so unreal, yet its a masterpiece!"
@nandajadhav6999,Thank you Netflix for this collab. From many days I haven't watched money heist and not you type
@gin-sama,Jebkatre ke pas kitne bhi paise aajaye wo jebkatra hi rahta h  😂🤣🤣🤣🤣
@gin-sama,Jebkatre ke pas kitne bhi paise aajaye wo jebkatra hi rahta h  😂🤣🤣🤣🤣
@Rahul_Choudhary18,1:57 watching from Himachal 🤣🤣
@sheikhabdullahpanda,Netflix nhi xilften ha ye
@mihirkachhawa5488,Kese nalley chor wale udhar locker ke pass password bhosdi walo dikha hi nhi
@JitendraGhodela,@notyourtype
@kavyajindal2333,Finally NYT on Netflix youtube channel. Proud to be NYT armyyyyyy
@arpanchy1338,Fan of NOTYOURTYPE forever ❤️.
@MUMBAB,2:09
@Shreyespandey,processor was smart
@Gaureshgawade,Literally I can't stop my laughing 😂😂
@anmolrajput2003,Season 6kbb AIYAGA Money heist ka NETFLIX VALO YA TO BATIDO BSS BHOT TIME HO GYA ABB WAIT NAHI HO RAHA
@neetu603,🤣🤣🤣🤣🤣🤣
@aktbrothers9364,Best collaboration ever😂😂😂😂😂
@Anime-joy3955,"Wah.. Not your type rised this high🤍...
Proud🤍"
@iamevo9038,sheeeh
@AMMy_47,Better then original 😂
@ayushkaroy3290,Notyourtypeteamforever❤️❤️
@Rashmikareaction926,abe ja be simde😅😅😅
@DEAD0PASHELL,NYT and NETFLIX ❤
@kalukaliya9891,1000 years later
@ShivaGupta-fe5sn,Big fan( not your type) jo byi hai comment ko like karo
@evilgamerzzz3852,"Uske pas khud ke channel pe video upload karneka time nahi hai par Netflix se paise leke raato raat upload kar sakta hai 🙃
Paiso ka chakkar babu bhaiya 🙂"
@kaushikdev.0,NOTYOURTYPE + NETFLIX = FULL MJE 😂
@affablepratik,nyt❤️
@PNKJ_04,Bhai yaar mara name lena jaruri tha 🥺 so fanny 😘🤣
@Memix100,4:47 that sound 🤣🤣🤣
@op_Sahil224,"Password 101 😂😂😂
Nyt Subscriber"
@Auric311,Twist tho hai😂
@SidUnarchived,Oye hoye 😂❤
@kirmada_21,3:25 oo pols aagi pols
@retardinglately,"Yooo!!!

Not your type papii
U deserved this 🌟🧡"
@rameshnepal3485,i never get bored of watching his videos
@V3N0MX-j1n,No competition 😁😁😮
@Good78Bad,Who is pankaj
@Memix100,Rip-off
@sanjeeva_krishna_official962,Recently I have been watching continuosly Notyourtype videos and really liked all of them and now in Netflix ❤️🤞
@V3N0MX-j1n,Waiting for your next video ☺️🎉❤
@Good78Bad,Nice Comady 😂😂😂
@ayeshaclassesgk,Netflix India♥️Thank you for the terrific vdo। the hard work u put in ur vids is just awesome
@get-to_skilled.,"Ye thunvia
Hai 
Usi ki story"
@silentsniper0077,dude on stge
@NISHCHAL-cr7bt,Not your type opp 🎉🎉
@dalalshanaya7056,Dhoom machale dhoom machale😂😂😂
@punkk69,😂
@Vikash_1.0,3:59 part is just 😂
@Borutokachacha,"Love from chhattisgarh
Lekin shehro ki jagah states ke naam 😂 
Himachal aur chhattisgarh"
@ravindragarg8383,Money heist is copied from dhoom 3.
@Memix100,4:56 funniest scene 😂🤣🤣🤣
@DinoxGuy,Ayu is god of scripting !
@sushmabhardwaj8498,Jaldi jaldi comments kar deti hu likes milege
@vinayakpatel542,Not your type : Jalwa hai hamara 🔥
@biswajitchoudhury3746,Best of luck not your type🎉❤
@biswajitchoudhury3746,❤❤❤❤❤😂😂😂😂😂😂😂🎉🎉🎉🎉
@mesumkhan352,😂😂😂😂😂😂😂😂😂😂😂
@VarluKe,149*
@bhavyachopra8687,Oscar deserving story
@GiyuTomioka_X,Like who come here from Nyt~
@crazywooc,Doesn't anybody wanna talk about how good the twist was
@puneet7963,"Money:- heist and of Spain
Money Heist written by not your type:-bank of baroda 💀💀"
@rishi_2506,Money Heist already watched 😅❤
@Memix100,3:15 funniest scene😂🤣
@rameshtudu1723,❤❤😂
@iSandMan89,"sai tha bhai, but esa laga ki netflix ke limited content ki vajah se NYT ne kam achha video banaya compared to his old relatable vids..."
@ganganandkumar8869,Yeeeeeeehhh not your type in Netflix 💕🍻🍷
@hiphopfacts,Still Waiting 4 Money heist new season 😢😢😢
@pankajshaw674,"Jhooth hai ye, mere baap ko 70 loggo ne nahi 69 logo ne maara tha"
@Asheditzx580,The collab we want is finally here🙌
@mohitsasini1920,Arey bhai bhai bhai😂😂😂😂
@Memix100,2:09 tattu battu hokya😂
@Potatosac19,
@Niksmohan,Subscriber of Not Your Type since 600k
@arsalanurrahman,Bro got Netflix video 🗿 ( aaj to NYT ke ghar Paneer 🍛 banega !! )
@pichekenawabzaade4622,NYT Legend OP😘
@itzz_kishor_boy2867,Chhattisgarh se main hu 😊
@nikcasm,4:06 bro that's Minecraft's tnt sound 😭😂
@Sakshamshagun,"Finally
Not your type love u broo ❤"
@tanugoswami9465,Love From chhattisgarh 😂❤
@infernalone8894,Finally my boi is getting recognition 😢
@haarishkhan7607,Collab with rg bucket list
@lovelymeme7946,Wow
@ayushdubey3696,Can anyone tell how we can make such type of animation? Like which software
@devart8787,@notyourtype another hilarious one.
@devanshrocker1349,Superb can't stop laughing
@allgamer3573,I never new netflix will uplode this type of video
@Aniket24590,Nice❤❤
@MinatoPlayzZzYt,Bhai mara Nam Tarun ha
@YasHEDITS_3,O My God (OMG)
@furyff3136,Waiting for this day ❤ not your type following you from the very beginning
@Hawako,Love this forever
@islamic_motivator136,Best not your type @notyourtype
@Puneet_P,Kal hi soch raha tha NYT vdo nahi upload kar raha
@tusharkumar8750,"Wah bhai tumhara episode to Money Heist se bhi better tha
Ye baat mere bhi dimag mein aayi thi ki agar professor Colonel ko hi kharid leta to maza aa jata 🙏🙌🙌🙌"
@allgamer3573,Not your type plz uplode a video on your chanale 😢
@harshjadhal7976,Collaboration ❤
@Mohammad_Ashraf7,😂😂😂
@ratanr747,😂
@starkindustries1408,😜1:18 Processor 😜😂😂😂😆😆😆😂😂😆😆😆😂😂😂
@Movie_Keeda_100,Lol 🤣🤣🤣🤣🤣
@namanprasad2057,i am from bhopal 🤣🤣🤣🤣
@May_gettinbored,Next rg bucket vote
@sambalpuria7508,Not your type is very good enimeter
@itz_y59,Bhai Mera name Tarun hai
@ghostrecruit0871,"Not your type og fans represent ❤❤❤

Netflix recognising talent first only Desi and now not your type"
@hyderabadivines9007,Not your type ❤
@raghav_1844,Liking this video just for HIMACHAL
@shivamkumar12280,Nyt rocks
@rupendrapatel7527,I am from chattisgarh 😂😂
@shashankmaurya2603,"you have came so far
happy to see you like this"
@Vesco.,😂
@boil__ed,267th
@saikatdas924,Proud to be an not your tupeian ❤🎉
@milanshrestha3270,Wow 👌
@itzroshan999,Not your type op
@Mrsat127,Thanks not your type bhai😂😂
@javedahmedkazi8930,Op
@topchop4662,Tu bhi mujhe bheed m maar raha tha🤣🤣🤣🤣
@GODX11112,Not your type opppp
@rupendrapatel7527,NYT rock😊
@Aman_kumar98,😆😆😆
@iamshazeee,"Netflix while doing marketing:- 😎


Netflix while making shows:- 🤓"
@Axion_Plays,😂😂😂
@snehasharma227,Team NYT❤️❤️❤️❤️
@shivamrj,Gzb
@Speciallyadded,Maza aaya ❤
@shaubhagyakc9885,Netflix always choose the best
@carvingamingstation7292,Love 2 c u growing 💗 keep growing ❤
@heroxgamer755,Nyt opppp
@Psyedit,Chhattisgarh 😂😂😂 love you bro
@ANIKETGAMER3040,😂😂Password 😂😂
@HONEY_ONE,3:58 se 4:13 mast hai
@anujbhadoria1989,"Jinhone money heist nahi deki vo attendance lagao 😂
👇"
@sumit-yp8jl,Not your type rocks everyone shock 😎
@TheRealRajYT,Y wala bhadhiya tha
@Aman_kumar98,Best animator of India 💯❤️🔥
@rajusahu9662,I lived in Durg Chhattisgarh
@manishsaha2783,Can't stop laughing 😂😆😆😆😆😂😂😂😂😂😂😆😆😂.....💀⚰️
@mp16boy,Not your type in Netflix 💯💯💯💯
@iamshazeee,"My man got some recognisattion at last...

Bring back Nagry Prash in Netflix as well"
@nirajuikey4544,Tu bhi bheed me mujhe maar rha tha kya?😂😂😂
@aashipandey2783,YCYCY bank🤣🤣
@allofyouneed839,Yiii not your type ❤
@Vaishali12945,"*Not your type*  funny 😂
RJ's animation 🔥🔥"
@dnahsin5734,"आइये देखते है Ben stokes😂😂
मजा आ गया भाई😅😅😅"
@vivekpitambare3417,Bhai 😂 yeto mast hai
@Aobix,Bravo! 👏 first animater to collab with Netflix India.
@runubegum6119,Not your type team forever
@actionkamen2814,Supporting not ypur type since initiating days.. watching him grew and his content makes me more happy❤❤❤❤🎉
@ThisisArjunBiatch,Telegram's Money Heist
@inspirsamyt,Animation improve
@harryzhere1535,Not your type ❤️
@roxengaming.8040,Aaah yeah😈🥰
@sangeetapathak4831,Papi not your type exam toh tum cancel kra nhi paye mere result cancel kra do plzz tum toh bde admi ho na😭😭
@sareditzone,Not Your Type Attendance 😉
@FukraBoyvlogs07,Not your type forever🔥🔥🔥🔥🔥
@Sidtoonss,3:18 was best 🤣
@TirthVibes,🎉
@pubgfun2934,3:10 ye ayu kaha se aya bank me nokri mili kya 😂😂
@TirthVibes,Bhai khudke channel pe bhi video daal de ab 😂
@OiaOiaCat_Meme,"this call success @notyourtype 
thanks Netflix India ❤️💕"
@anishsarkar4705,Ayu bhi apki itni taraki dekh ka to ekdin taraki khud sarma jaigi
@pankajgundua520,Bhai mujhe kyu toda 😣🤧😭
@Dhruvkandoliya2,🤣
@shivadileep,Mumbai chhattisgarh 😂😂
@chocolatethesceptile,NYT TEAM❤
@Rushi7803,😂😂😂😂😂😂😂😂😂😂
@nayan69,"i wanted to watch ""Money Heist"" But you gave me spoilers 😢😢"
@akankshabhagat1695,Wow you say chattishgadh.😍😍thank u. I'm from chattishgadh.😊
@gouravthakur1600,Ya thi jab katra ki khani 😂😂
@jimmysaharna7614,❤❤❤
@chiranjeevsingh2486,Ending is Epic 😂
@nexlord2036,Finally Chhattisgarh got recognition 😂
@Dhruvkandoliya2,Hyy
@ziyanshaikh16,Nyt ❤
@PJGAMER_96,Not your type🔥🔥
@MrRishidev-lm2kk,Salid samajhkar kha bhi sakte ho 🤣🤣
@STROM_JI,Shayad not your type Chhattisgarh mein aaya tha kyunki mein uski video Chhattisgarh se hi dekh raha😅😅😂😂❤
